"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"298",543548,"Tommy Milone","697","42.8","0.269","0.308","0.289","0.577","0.355","0.328","0.251","14","52","92.3","27.2","2191","86.1","85.86","23","120","176","-0.2","6.26","104","152","114","147","304","325","293"
"312",622491,"Luis Castillo","1153","27.1","0.300","0.225","0.478","0.525","0.377","0.296","0.214","12","40","89.5","17.5","2188","97.4","95.89","54","145","167","-1.5","5.42","117","156","118","154","291","320","293"
"273",643230,"Steven Brault","746","36.6","0.130","0.000","0.194","0.130","0.259","0.316","0.188","6","46","84.4","20.1","2187","92.3","93.25","23","110","160","1.0","6.87","104","151","119","147","306","321","293"
"8",472610,"Luis Garcia","183","4.4","null","null","null","null","0.690","0.690","null","0","0","null","null","2186","96.5","96.35","0","1","7","-0.1","6.18","103","153","110","146","303","326","290"
"243",621219,"Alec Mills","945","25.7","0.320","0.400","0.289","0.720","0.441","0.441","0.318","16","50","92.3","23.6","2185","89.8","89.44","13","99","144","-0.4","6.04","116","160","117","152","295","325","297"
"46",607229,"Robert Gsellman","278","16.5","0.417","0.500","0.444","0.917","0.566","0.403","0.276","5","12","94.2","15.7","2184","93.9","94.07","3","19","27","0.2","6.30","112","148","120","143","300","321","292"
"33",671790,"Ronald Bolanos","73","45.2","0.444","0.333","0.429","0.778","0.542","0.541","0.418","4","9","96.7","1.0","2184","95.2","95.48","2","16","16","0.3","6.27","100","152","116","145","306","330","308"
"290",605400,"Aaron Nola","1148","25.3","0.135","0.192","0.114","0.327","0.222","0.284","0.215","7","52","91.1","26.0","2184","92.8","93.88","35","120","170","1.1","6.97","111","153","115","150","297","326","296"
"265",663465,"Kolby Allard","658","40.3","0.233","0.209","0.276","0.442","0.347","0.332","0.208","10","43","91.9","23.2","2182","91.5","91.30","31","109","154","-0.2","6.12","108","154","115","148","299","321","290"
"505",663460,"Kris Bubic","931","54.2","0.299","0.165","0.403","0.464","0.366","0.365","0.295","29","97","89.4","12.8","2180","91.4","92.43","56","236","264","1.0","6.75","104","154","119","144","306","329","296"
"94",621129,"Kyle Cody","370","25.4","0.158","0.158","0.118","0.316","0.280","0.288","0.161","3","19","90.0","20.6","2178","94.0","93.96","4","47","47","0.0","6.28","107","158","116","150","304","321","291"
"317",665620,"Deivi Garcia","532","59.6","0.238","0.167","0.274","0.405","0.299","0.323","0.264","20","84","92.4","28.6","2178","91.9","92.35","30","174","141","0.5","6.61","110","150","118","150","291","321","289"
"299",579328,"Yusei Kikuchi","795","37.6","0.265","0.122","0.382","0.388","0.325","0.308","0.263","13","49","91.3","16.3","2178","95.0","95.75","40","128","170","0.7","6.81","108","155","119","147","292","326","291"
"131",461829,"Gio Gonzalez","618","21.2","0.440","0.040","0.550","0.480","0.453","0.396","0.348","11","25","89.1","21.3","2178","90.0","90.24","11","52","79","0.2","6.36","107","151","116","147","301","319","295"
"368",518633,"Danny Duffy","943","39.0","0.222","0.189","0.242","0.411","0.310","0.330","0.241","20","90","90.4","28.5","2173","92.1","93.32","42","194","173","1.2","6.86","108","155","119","144","302","329","296"
"55",669060,"Bryse Wilson","313","17.6","0.222","0.111","0.286","0.333","0.315","0.332","0.197","2","9","91.1","30.1","2173","94.0","94.44","8","25","30","0.4","6.60","108","152","113","151","314","336","302"
"15",641482,"Nestor Cortes","165","9.1","1.000","3.000","null","4.000","1.107","0.693","0.386","1","1","98.9","35.0","2170","87.7","80.81","1","4","11","-6.9","5.89","98","143","120","142","279","342","295"
"560",663978,"Chris Paddack","963","58.2","0.308","0.350","0.314","0.658","0.407","0.379","0.306","37","120","92.7","11.8","2170","94.1","95.06","53","253","304","1.0","6.90","114","151","129","146","302","331","311"
"146",605242,"Michael Fulmer","528","27.7","0.379","0.414","0.318","0.793","0.498","0.517","0.413","11","29","89.4","24.9","2170","93.2","93.92","5","58","87","0.7","6.61","108","149","112","148","297","325","287"
"186",605288,"Adrian Houser","922","20.2","0.333","0.194","0.458","0.528","0.391","0.311","0.249","12","36","88.4","18.8","2166","93.8","94.40","25","77","109","0.6","6.55","112","153","123","151","297","318","300"
"133",664350,"Sixto Sanchez","559","23.8","0.217","0.348","0.231","0.565","0.356","0.349","0.210","5","23","95.6","25.2","2164","98.5","98.08","17","57","76","-0.4","6.07","103","153","116","148","305","317","293"
"6",643615,"T.J. Zeuch","185","3.2","0.000","0.000","0.000","0.000","0.000","0.114","0.104","0","2","91.5","7.5","2164","91.2","91.50","1","4","2","0.3","6.37","118","153","143","135","287","307","293"
"289",547942,"Kwang Hyun Kim","613","47.1","0.190","0.127","0.192","0.317","0.246","0.292","0.248","12","63","85.9","3.6","2161","89.8","90.78","15","123","166","1.0","6.77","110","150","115","147","302","318","297"
"246",592879,"Asher Wojciechowski","674","36.5","0.304","0.268","0.325","0.571","0.386","0.320","0.250","17","56","89.8","24.4","2161","90.8","91.58","28","117","129","0.8","6.85","108","156","113","148","296","324","299"
"75",570632,"Jose Urena","396","18.9","0.091","0.000","0.125","0.091","0.242","0.339","0.191","1","11","85.7","18.1","2161","95.6","95.34","11","35","40","-0.3","6.28","99","151","120","146","316","324","292"
"31",643327,"Zack Godley","553","5.6","0.200","0.200","0.250","0.400","0.375","0.397","0.303","1","5","91.0","27.0","2160","90.0","88.96","2","13","17","-1.0","5.57","109","152","116","145","279","323","292"
"156",605135,"Chris Bassitt","946","16.5","0.167","0.056","0.375","0.222","0.174","0.132","0.123","6","36","93.2","21.2","2160","93.3","93.59","25","76","80","0.3","6.38","112","151","125","150","301","326","302"
"87",621107,"Zach Eflin","913","9.5","0.176","0.412","0.111","0.588","0.341","0.345","0.217","3","17","95.3","22.7","2159","94.3","95.04","14","41","46","0.7","6.75","117","153","119","152","295","324","298"
"289",571666,"Mike Fiers","916","31.6","0.205","0.157","0.212","0.361","0.252","0.259","0.206","17","83","89.7","23.0","2158","88.0","87.10","15","130","158","-0.9","5.63","111","151","123","152","301","327","302"
"464",608566,"German Marquez","1226","37.8","0.333","0.171","0.351","0.505","0.394","0.382","0.322","35","105","89.2","8.6","2156","95.9","94.49","33","219","245","-1.4","5.31","116","153","113","149","302","329","303"
"39",660271,"Shohei Ohtani","80","48.8","0.500","0.000","0.667","0.500","0.588","0.579","0.414","2","4","98.8","17.0","2155","93.8","94.78","2","12","27","1.0","6.78","108","146","116","145","316","328","302"
"156",670950,"Trevor Richards","576","27.1","0.269","0.115","0.300","0.385","0.331","0.295","0.232","7","26","85.0","12.4","2151","90.6","91.07","19","75","80","0.5","6.67","108","173","112","150","303","321","299"
"143",596295,"Austin Gomber","526","27.2","0.161","0.032","0.217","0.194","0.240","0.310","0.247","5","31","89.5","10.3","2150","92.4","93.10","15","65","77","0.7","6.62","104","146","114","145","307","329","304"
"277",434671,"Anibal Sanchez","971","28.5","0.441","0.424","0.400","0.864","0.537","0.454","0.381","26","59","94.8","21.4","2148","89.2","89.27","15","123","150","0.1","6.27","108","154","125","141","300","318","294"
"318",592351,"Jon Gray","658","48.3","0.258","0.101","0.289","0.360","0.304","0.323","0.275","23","89","92.4","11.5","2148","94.0","94.71","20","157","160","0.7","6.51","118","155","114","150","309","331","306"
"103",518774,"Matt Harvey","247","41.7","0.440","0.160","0.526","0.600","0.458","0.387","0.347","11","25","94.3","10.9","2147","93.8","93.54","4","40","62","-0.3","6.17","109","153","116","148","302","328","315"
"343",543475,"Jordan Lyles","993","34.5","0.337","0.326","0.293","0.663","0.442","0.398","0.295","29","86","90.6","23.4","2147","92.3","93.17","13","155","185","0.9","6.86","108","155","113","150","297","321","293"
"236",571578,"Patrick Corbin","1068","22.1","0.423","0.269","0.404","0.692","0.475","0.400","0.326","22","52","90.6","10.2","2145","90.1","90.86","7","108","128","0.8","6.71","105","150","118","144","306","318","296"
"635",622608,"Antonio Senzatela","1136","55.9","0.313","0.147","0.323","0.460","0.358","0.352","0.308","47","150","90.4","5.6","2144","94.3","94.53","33","286","345","0.2","6.24","115","152","118","148","302","329","304"
"48",621261,"Corey Oswalt","223","21.5","0.385","0.154","0.500","0.538","0.412","0.312","0.272","5","13","85.6","19.0","2144","91.9","92.59","2","18","29","0.7","6.91","111","150","122","145","295","326","293"
"338",592836,"Taijuan Walker","882","38.3","0.156","0.188","0.159","0.344","0.292","0.358","0.232","10","64","90.7","20.3","2143","93.2","92.85","33","143","193","-0.4","6.18","109","155","121","148","293","318","289"
"16",474463,"Brett Anderson","752","2.1","0.000","0.000","0.000","0.000","0.000","0.242","0.143","0","1","92.5","32.0","2139","90.2","89.67","0","4","12","-0.5","6.00","110","157","122","142","300","320","297"
"255",625643,"Reynaldo Lopez","503","50.7","0.327","0.306","0.375","0.633","0.448","0.386","0.270","16","49","92.3","18.8","2138","94.2","94.48","25","119","135","0.3","6.35","111","148","112","148","298","327","300"
"15",592314,"Mike Foltynewicz","70","21.4","0.000","0.000","0.000","0.000","0.000","0.049","0.044","0","2","77.6","13.0","2137","90.9","91.06","1","6","9","0.2","6.59","112","152","113","151","309","339","305"
"24",641302,"Tyler Alexander","599","4.0","0.222","0.111","0.250","0.333","0.232","0.218","0.226","2","9","82.5","16.0","2137","90.4","90.58","3","15","9","0.2","6.38","98","151","119","142","304","329","279"
"58",456701,"Homer Bailey","133","43.6","0.182","0.000","0.200","0.182","0.272","0.352","0.261","2","11","93.4","9.7","2135","91.3","91.73","4","26","32","0.4","6.44","110","154","113","146","297","331","289"
"6",543901,"Ryan Weber","645","0.9","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","2133","87.3","86.00","2","4","2","-1.3","5.40","91","144","122","144","273","318","297"
"140",593372,"Carlos Martinez","402","34.8","0.400","0.343","0.400","0.743","0.467","0.343","0.284","14","35","89.3","15.2","2132","93.3","92.62","12","71","69","-0.7","5.73","112","147","113","148","301","324","302"
"291",641154,"Pablo Lopez","903","32.2","0.227","0.133","0.333","0.360","0.303","0.298","0.207","17","75","88.0","17.2","2124","93.9","94.76","46","161","127","0.9","6.81","105","153","117","149","301","319","294"
"227",608379,"Michael Wacha","609","37.3","0.408","0.347","0.432","0.755","0.505","0.406","0.319","20","49","90.3","22.4","2123","93.5","94.58","17","114","110","1.1","6.88","109","148","117","143","297","315","293"
"38",544931,"Stephen Strasburg","85","44.7","0.385","0.231","0.333","0.615","0.436","0.339","0.308","5","13","89.7","24.4","2123","91.7","93.02","3","20","18","1.3","6.96","112","153","125","134","297","320","295"
"391",676606,"Nick Margevicius","679","57.6","0.278","0.233","0.292","0.511","0.357","0.356","0.291","25","90","91.3","21.7","2121","89.8","90.32","27","184","207","0.5","6.57","110","156","123","147","299","326","289"
"282",543135,"Nathan Eovaldi","748","37.7","0.328","0.246","0.447","0.574","0.391","0.311","0.267","20","61","91.1","8.9","2121","97.3","97.82","35","162","120","0.5","6.63","111","153","119","148","288","323","293"
"376",608331,"Max Fried","899","41.8","0.198","0.111","0.234","0.309","0.287","0.280","0.188","16","81","81.6","9.0","2120","93.1","93.62","40","174","200","0.5","6.38","107","151","115","150","310","328","297"
"289",657277,"Logan Webb","998","29.0","0.323","0.185","0.383","0.508","0.412","0.409","0.310","21","65","90.1","17.9","2116","93.0","93.77","28","124","163","0.8","6.56","112","157","115","151","294","323","300"
"32",502179,"Paolo Espino","110","29.1","0.500","0.000","0.571","0.500","0.435","0.456","0.441","4","8","89.6","16.1","2115","89.5","89.91","4","15","17","0.4","6.60","103","149","121","142","295","316","298"
"129",608718,"Brent Suter","516","25.0","0.138","0.103","0.188","0.241","0.222","0.263","0.192","4","29","89.3","7.5","2114","85.2","86.02","23","68","61","0.8","7.41","102","153","117","150","302","318","298"
"133",641712,"Dakota Hudson","589","22.6","0.079","0.000","0.091","0.079","0.100","0.269","0.243","3","38","89.5","12.5","2114","92.6","93.13","8","69","62","0.5","6.53","114","153","119","149","296","323","302"
"278",656849,"David Peterson","812","34.2","0.182","0.109","0.205","0.291","0.279","0.319","0.218","10","55","87.5","12.4","2106","92.1","93.59","26","116","161","1.5","7.13","111","149","119","143","298","320","294"
"61",606996,"Kyle Hart","260","23.5","0.500","0.500","0.667","1.000","0.633","0.560","0.394","3","6","84.8","-5.3","2103","88.5","88.65","2","17","44","0.1","6.30","108","150","116","144","275","319","288"
"130",596001,"Jakob Junis","394","33.0","0.289","0.316","0.226","0.605","0.389","0.371","0.299","11","38","90.4","19.4","2098","91.0","91.14","11","66","62","0.1","6.04","112","158","107","147","303","326","307"
"5",502171,"Alex Cobb","807","0.6","0.000","0.000","0.000","0.000","0.000","0.181","0.200","0","2","92.4","27.0","2098","92.9","91.90","0","3","2","-1.0","5.74","104","150","111","147","288","320","294"
"17",605538,"Matt Wisler","453","3.8","0.000","0.000","0.000","0.000","0.360","0.368","0.014","0","1","100.9","54.0","2093","91.9","91.82","3","6","10","-0.1","6.02","101","150","117","149","306","342","301"
"292",668676,"Zach Plesac","776","37.6","0.321","0.256","0.339","0.577","0.377","0.388","0.319","25","78","90.4","15.1","2086","92.8","92.94","21","139","153","0.1","6.27","109","154","118","151","294","319","293"
"68",607391,"Chris Mazza","538","12.6","0.357","0.000","0.625","0.357","0.336","0.336","0.336","5","14","81.1","24.3","2081","92.2","93.10","14","33","34","0.9","6.78","109","150","116","148","289","323","291"
"285",543699,"Tanner Roark","901","31.6","0.344","0.377","0.348","0.721","0.466","0.372","0.279","21","61","91.7","23.8","2079","90.6","90.30","28","134","149","-0.3","6.06","110","152","122","145","292","315","292"
"109",664714,"Ljay Newsome","255","42.7","0.321","0.214","0.381","0.536","0.378","0.266","0.231","9","28","88.7","25.2","2075","91.4","91.19","12","56","52","-0.2","6.14","111","158","121","150","293","324","301"
"110",660623,"Huascar Ynoa","395","27.8","0.417","0.167","0.429","0.583","0.446","0.407","0.348","10","24","91.7","0.9","2070","95.0","94.13","8","55","52","-0.9","5.87","107","150","112","151","307","332","297"
"98",656557,"Tanner Houck","265","37.0","0.222","0.148","0.278","0.370","0.290","0.345","0.270","6","27","92.3","9.7","2066","92.8","93.15","10","50","48","0.3","6.49","110","148","118","148","303","330","291"
"268",666120,"Ian Anderson","571","46.9","0.212","0.077","0.278","0.288","0.262","0.236","0.180","11","52","93.2","19.8","2063","94.1","95.83","17","111","154","1.7","7.28","107","149","115","151","303","331","304"
"8",430935,"Cole Hamels","52","15.4","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","2062","88.4","88.45","1","3","5","0.1","6.46","106","149","113","146","305","327","290"
"4",621121,"Lance McCullers Jr.","884","0.5","0.333","0.333","0.333","0.667","0.406","0.302","0.291","1","3","95.5","29.7","2056","93.0","92.63","0","3","1","-0.4","6.08","124","164","119","155","290","320","300"
"34",677976,"Randy Dobnak","748","4.5","0.333","0.000","0.400","0.333","0.472","0.581","0.526","2","6","100.4","11.4","2052","92.9","92.40","1","14","19","-0.5","5.79","109","161","120","149","300","330","296"
"156",527048,"Martin Perez","1033","15.1","0.233","0.300","0.227","0.533","0.364","0.332","0.259","7","30","88.3","27.5","2049","92.2","91.62","14","58","97","-0.6","5.99","109","152","120","146","287","324","292"
"12",665733,"Antonio Santos","133","9.0","1.000","0.000","1.000","1.000","0.760","0.733","0.879","1","1","92.8","12.0","2048","93.8","93.73","0","4","7","-0.1","6.47","112","146","114","145","294","311","285"
"11",641771,"Chad Kuhl","789","1.4","0.000","0.000","0.000","0.000","0.000","0.527","0.382","0","3","74.1","-13.0","2043","93.9","94.84","1","3","8","0.9","6.83","111","152","113","150","298","324","299"
"12",453284,"Blake Parker","315","3.8","null","null","null","null","null","null","null","null","null","null","null","2017","90.9","91.61","1","4","8","0.7","6.83","120","151","121","147","295","318","293"
"273",547943,"Hyun Jin Ryu","1132","24.1","0.340","0.220","0.400","0.560","0.397","0.341","0.282","17","50","88.5","11.5","1996","89.8","90.09","24","123","148","0.3","6.66","104","152","116","147","298","313","286"
"205",663776,"Patrick Sandoval","598","34.3","0.310","0.224","0.294","0.534","0.386","0.404","0.339","18","58","92.4","7.5","1995","92.9","92.29","4","94","110","-0.6","5.80","110","151","114","149","309","324","293"
"233",543294,"Kyle Hendricks","1162","20.1","0.196","0.152","0.212","0.348","0.256","0.310","0.240","9","46","89.6","20.3","1972","87.4","87.07","24","105","128","-0.3","5.90","115","162","115","152","289","327","298"
"38",664069,"Ben Braymer","152","25.0","0.000","0.000","0.000","0.000","0.197","0.276","0.119","0","5","83.0","7.7","1971","88.5","87.05","3","8","30","-1.4","5.53","110","154","123","144","301","306","291"
"18",453281,"Wade LeBlanc","367","4.9","0.000","0.000","0.000","0.000","0.000","0.155","0.150","0","2","86.5","28.5","1968","86.8","86.35","0","7","11","-0.4","6.12","108","153","108","148","299","321","296"
"40",656353,"Tucker Davidson","53","75.5","0.375","0.375","0.400","0.750","0.523","0.536","0.397","3","8","89.9","24.7","1966","92.0","91.81","3","17","23","-0.2","6.10","106","150","116","152","312","332","298"
"1",606131,"Luis Perdomo","276","0.4","1.000","0.000","1.000","1.000","0.870","0.579","0.643","1","1","107.5","5.0","1955","94.8","94.40","0","1","0","-0.4","6.00","125","144","116","147","291","327","314"
"15",642083,"Aaron Slegers","387","3.9","0.000","0.000","0.000","0.000","0.000","0.064","0.057","0","2","80.5","48.5","1950","91.0","92.22","3","8","7","1.2","7.31","111","182","119","155","290","323","309"
"19",642558,"Ariel Jurado","84","22.6","0.571","0.429","0.500","1.000","0.650","0.429","0.340","4","7","75.9","20.9","1949","92.0","92.02","0","9","10","0.0","6.45","107","141","103","136","295","324","285"
"228",501381,"Michael Pineda","455","50.1","0.381","0.143","0.444","0.524","0.409","0.354","0.278","16","42","91.8","19.6","1942","92.1","92.24","25","117","109","0.1","6.38","106","154","115","149","297","329","296"
"3",676596,"Josh Fleming","470","0.6","0.000","0.000","0.000","0.000","0.000","0.013","0.014","0","1","88.0","62.0","1939","90.6","90.70","0","1","2","0.1","6.63","97","157","110","150","307","317","286"
"98",605347,"Jorge Lopez","635","15.4","0.300","0.500","0.176","0.800","0.442","0.587","0.441","6","20","96.1","18.0","1924","94.1","94.21","6","41","57","0.1","6.38","108","153","116","147","299","320","295"
"9",500779,"Jose Quintana","183","4.9","0.500","0.500","0.500","1.000","0.609","0.326","0.361","1","2","89.6","33.5","1923","90.8","91.66","1","5","4","0.9","6.79","118","159","110","149","317","336","298"
"34",626929,"Lewis Thorpe","272","12.5","0.500","0.667","0.500","1.167","0.677","0.627","0.498","3","6","92.6","17.4","1921","88.5","89.82","2","14","20","1.3","7.15","94","152","113","148","304","330","289"
"6",656954,"Justus Sheffield","880","0.7","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","1891","92.9","92.40","1","1","5","-0.5","6.00","114","155","126","150","287","327","293"
"48",664045,"Thomas Eshelman","529","9.1","0.250","0.250","0.222","0.500","0.383","0.463","0.365","3","12","86.5","23.9","1881","85.9","86.24","2","19","29","0.3","6.41","108","154","113","148","301","323","293"
"12",543557,"Mike Montgomery","97","12.4","0.667","0.000","0.667","0.667","0.580","0.469","0.518","2","3","85.7","5.7","1851","88.6","88.57","0","4","8","0.0","6.12","114","159","125","151","306","336","295"
"92",607200,"Erick Fedde","850","10.8","0.250","0.286","0.217","0.536","0.356","0.375","0.301","7","28","93.5","12.2","1790","93.3","94.24","6","50","41","0.9","6.67","109","153","121","145","307","317","298"